Date,Time (UTC),Type,Symbol,Specification,Liquidity Indicator,Trading Fee Rate (bps),USD Amount USD,Fee (USD) USD,USD Balance USD,BTC Amount BTC,Fee (BTC) BTC,BTC Balance BTC,ETH Amount ETH,Fee (ETH) ETH,ETH Balance ETH,LTC Amount LTC,Fee (LTC) LTC,LTC Balance LTC,DOGE Amount DOGE,Fee (DOGE) DOGE,DOGE Balance DOGE,USDC Amount USDC,Fee (USDC) USDC,USDC Balance USDC,XRP Amount XRP,Fee (XRP) XRP,XRP Balance XRP,FET Amount FET,Fee (FET) FET,FET Balance FET,SHIB Amount SHIB,Fee (SHIB) SHIB,SHIB Balance SHIB,LRC Amount LRC,Fee (LRC) LRC,LRC Balance LRC,SUSHI Amount SUSHI,Fee (SUSHI) SUSHI,SUSHI Balance SUSHI,BONK Amount BONK,Fee (BONK) BONK,BONK Balance BONK,FTM Amount FTM,Fee (FTM) FTM,FTM Balance FTM,RNDR Amount RNDR,Fee (RNDR) RNDR,RNDR Balance RNDR,ALI Amount ALI,Fee (ALI) ALI,ALI Balance ALI,PEPE Amount PEPE,Fee (PEPE) PEPE,PEPE Balance PEPE,Trade ID,Order ID,Order Date,Order Time,Client Order ID,API Session,Tx Hash,Deposit Destination,Deposit Tx Output,Withdrawal Destination,Withdrawal Tx Output
2024-11-29,05:33:58.496,Credit,USDC,Deposit (USDC),,,,,$0.00 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,"1,922.253014 USDC ",0.0 USDC ,"1,922.253014 USDC ",,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,,,,,,,8c61e482fb828a3911ef533524d53da472ac67d1ef9a6073d158b9711a58cb19,0x5BF91866CCaeDefF6a6E547b1Cbc528b0191AFb1,243,,
2024-11-30,15:28:03.931,Sell,USDCUSD,Limit,Taker,0.99996 ,"$1,922.08 ",($0.19),"$1,921.89 ",,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,"(1,922.253014 USDC)",,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140871326059,73771233296356394,2024-11-30,15:28:03.931,ff9093e1-904a-4ea8-b70a-a7e05341776f,web,,,,,
2024-11-30,15:28:24.103,Buy,ETHUSD,Limit,Taker,39.99946 ,($61.26),($0.25),"$1,860.38 ",,,0.0 BTC ,0.016661 ETH ,,0.016661 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140871326101,73771233296375155,2024-11-30,15:28:24.103,,web,,,,,
2024-11-30,15:28:24.103,Buy,ETHUSD,Limit,Taker,39.99982 ,($339.27),($1.36),"$1,519.75 ",,,0.0 BTC ,0.092269 ETH ,,0.10893 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140871326100,73771233296375155,2024-11-30,15:28:24.103,,web,,,,,
2024-12-01,11:51:43.193,Buy,PEPEUSD,Limit,Maker,20.00 ,($36.97),($0.07),"$1,482.70 ",,,0.0 BTC ,,,0.10893 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"1,761,576.502322 PEPE ",,"1,761,576.502322 PEPE ",2840140871521264,73771233367842462,2024-12-01,11:51:33.361,,web,,,,,
2024-12-01,12:00:38.948,Buy,PEPEUSD,Limit,Taker,40.00 ,"($1,002.67)",($4.01),$476.03 ,,,0.0 BTC ,,,0.10893 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"47,641,734.159123 PEPE ",,"49,403,310.661445 PEPE ",2840140871522060,73771233368205623,2024-12-01,12:00:38.948,,web,,,,,
2024-12-02,00:08:38.497,Sell,ETHUSD,Limit,Maker,19.99992 ,$403.67 ,($0.81),$878.89 ,,,0.0 BTC ,(0.1089 ETH),,0.00003 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871701068,73771233414947013,2024-12-02,00:08:10.941,,web,,,,,
2024-12-02,00:08:41.252,Sell,ETHUSD,Limit,Maker,19.78341 ,$0.11 ,($0.00),$879.00 ,,,0.0 BTC ,(0.00003 ETH),,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871701090,73771233414947013,2024-12-02,00:08:10.941,,web,,,,,
2024-12-02,01:24:12.225,Buy,XRPUSD,Limit,Taker,40.00 ,($438.86),($1.76),$438.39 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,176.573552 XRP ,,176.573552 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871735880,73771233424147651,2024-12-02,01:24:12.225,,web,,,,,
2024-12-02,01:38:02.870,Sell,XRPUSD,Limit,Maker,19.99995 ,$13.46 ,($0.03),$451.82 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(5.607274 XRP),,170.966278 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871745785,73771233425982085,2024-12-02,01:37:57.288,441da1b7-60fe-4ff9-9b84-b2a1bc67467f,web,,,,,
2024-12-02,01:38:03.187,Sell,XRPUSD,Limit,Maker,20.00 ,$410.47 ,($0.82),$861.47 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(170.966278 XRP),,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871745789,73771233425982085,2024-12-02,01:37:57.288,441da1b7-60fe-4ff9-9b84-b2a1bc67467f,web,,,,,
2024-12-02,03:39:14.248,Buy,XRPUSD,Limit,Maker,20.00 ,($434.37),($0.87),$426.23 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,176.5735 XRP ,,176.5735 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871801378,73771233438730790,2024-12-02,03:37:16.446,,web,,,,,
2024-12-02,03:39:14.255,Buy,XRPUSD,Limit,Maker,15.63477 ,($0.00),($0.00),$426.23 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,0.000052 XRP ,,176.573552 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"49,403,310.661445 PEPE ",2840140871801380,73771233438730790,2024-12-02,03:37:16.446,,web,,,,,
2024-12-02,03:52:54.733,Sell,PEPEUSD,Limit,Maker,20.00 ,"$1,058.12 ",($2.12),"$1,482.23 ",,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,176.573552 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"(49,403,310.661445 PEPE)",,0.0 PEPE ,2840140871809871,73771233440218165,2024-12-02,03:50:52.648,,web,,,,,
2024-12-03,13:51:54.146,Buy,XRPUSD,Limit,Maker,20.00 ,($500.00),($1.00),$981.23 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,200.2948 XRP ,,376.868352 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140872516720,73771233655497141,2024-12-03,13:39:43.047,,web,,,,,
2024-12-03,13:51:54.147,Buy,XRPUSD,Limit,Maker,12.13908 ,($0.00),($0.00),$981.23 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,0.000033 XRP ,,376.868385 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140872516722,73771233655497141,2024-12-03,13:39:43.047,,web,,,,,
2024-12-03,14:35:14.543,Buy,PEPEUSD,Limit,Taker,40.00 ,($359.27),($1.44),$620.52 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,376.868385 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"19,025,211.82895 PEPE ",,"19,025,211.82895 PEPE ",2840140872566521,73771233664948928,2024-12-03,14:35:14.543,,web,,,,,
2024-12-05,21:24:41.193,Sell,PEPEUSD,Mobile,Taker,,$404.74 ,($6.03),"$1,019.23 ",,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,376.868385 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"(19,025,211.828949 PEPE)",,0.000001 PEPE ,263300350867,263300350680,2024-12-05,21:24:41.176,Mobile,,,,,,
2024-12-06,15:21:09.399,Buy,XRPUSD,Limit,Maker,20.00 ,($280.49),($0.56),$738.18 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,118.7448 XRP ,,495.613185 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.000001 PEPE ,2840140874381260,73771234121655660,2024-12-06,15:16:25.401,,web,,,,,
2024-12-06,15:21:09.400,Buy,XRPUSD,Limit,Maker,16.9338 ,($0.00),($0.00),$738.18 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,0.000025 XRP ,,495.61321 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.000001 PEPE ,2840140874381264,73771234121655660,2024-12-06,15:16:25.401,,web,,,,,
2024-12-06,15:21:09.400,Buy,XRPUSD,Limit,Maker,20.00 ,($219.94),($0.44),$517.80 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,93.1124 XRP ,,588.72561 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.000001 PEPE ,2840140874381262,73771234121655660,2024-12-06,15:16:25.401,,web,,,,,
2024-12-06,15:35:46.690,Buy,PEPEUSD,Limit,Taker,40.00 ,($513.30),($2.05),$2.45 ,,,0.0 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,588.72561 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"23,598,863.368776 PEPE ",,"23,598,863.368777 PEPE ",2840140874389032,73771234123937051,2024-12-06,15:35:46.690,,web,,,,,
2024-12-06,19:00:58.697,Credit,BTC,Commission referral credit,,,,,$2.45 ,0.00001349 BTC ,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,588.72561 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"23,598,863.368777 PEPE ",,,,,,,,,,,
2024-12-07,20:26:18.376,Sell,PEPEUSD,Limit,Taker,39.99995 ,$0.08 ,($0.00),$2.52 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,588.72561 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"(2,910.0 PEPE)",,"23,595,953.368777 PEPE ",2840140874779902,73771234240188775,2024-12-07,20:26:18.376,9165d8de-e211-4948-8756-7bc39e9d0eda,web,,,,,
2024-12-07,20:26:37.464,Sell,PEPEUSD,Limit,Maker,20.00 ,$608.30 ,($1.22),$609.61 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,588.72561 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"(23,595,953.368777 PEPE)",,0.0 PEPE ,2840140874779917,73771234240188775,2024-12-07,20:26:18.376,9165d8de-e211-4948-8756-7bc39e9d0eda,web,,,,,
2024-12-08,08:05:38.397,Sell,XRPUSD,Limit,Taker,39.99999 ,$56.67 ,($0.23),$666.05 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(22.264383 XRP),,566.461227 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140874907335,73771234279475535,2024-12-08,08:05:38.397,,web,,,,,
2024-12-08,08:05:38.397,Sell,XRPUSD,Limit,Taker,40.00 ,$158.70 ,($0.63),$824.12 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(62.345956 XRP),,504.115271 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140874907334,73771234279475535,2024-12-08,08:05:38.397,,web,,,,,
2024-12-08,08:05:38.397,Sell,XRPUSD,Limit,Taker,40.00 ,$498.94 ,($2.00),"$1,321.06 ",,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(196.0 XRP),,308.115271 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140874907333,73771234279475535,2024-12-08,08:05:38.397,,web,,,,,
2024-12-08,08:05:38.397,Sell,XRPUSD,Limit,Taker,40.00 ,$311.85 ,($1.25),"$1,631.67 ",,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(122.490271 XRP),,185.625 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140874907332,73771234279475535,2024-12-08,08:05:38.397,,web,,,,,
2024-12-08,08:05:38.397,Sell,XRPUSD,Limit,Taker,40.00 ,$472.61 ,($1.89),"$2,102.38 ",,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(185.625 XRP),,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,0.0 PEPE ,2840140874907331,73771234279475535,2024-12-08,08:05:38.397,,web,,,,,
2024-12-08,16:16:23.460,Buy,PEPEUSD,Limit,Maker,20.00 ,($261.74),($0.52),"$1,840.12 ",,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,0.0 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"9,999,999.99999 PEPE ",,"9,999,999.99999 PEPE ",2840140874978224,73771234307201692,2024-12-08,16:16:17.749,,web,,,,,
2024-12-08,16:33:29.246,Buy,XRPUSD,Limit,Maker,20.00 ,"($1,050.00)",($2.10),$788.02 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,411.4178 XRP ,,411.4178 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"9,999,999.99999 PEPE ",2840140874981790,73771234308255297,2024-12-08,16:29:18.279,,web,,,,,
2024-12-08,16:33:29.884,Buy,XRPUSD,Limit,Maker,16.3261 ,($0.00),($0.00),$788.02 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,0.000024 XRP ,,411.417824 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"9,999,999.99999 PEPE ",2840140874981820,73771234308255297,2024-12-08,16:29:18.279,,web,,,,,
2024-12-08,17:17:16.053,Buy,PEPEUSD,Limit,Maker,20.00 ,($782.00),($1.56),$4.45 ,,,0.00001349 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,411.417824 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"30,068,827.623332 PEPE ",,"40,068,827.623322 PEPE ",2840140874990794,73771234308684879,2024-12-08,16:36:37.539,,web,,,,,
2024-12-08,19:01:03.656,Credit,BTC,Commission referral credit,,,,,$4.45 ,0.00001701 BTC ,,0.0000305 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,411.417824 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"40,068,827.623322 PEPE ",,,,,,,,,,,
2024-12-10,14:37:02.404,Credit,USD,Deposit (ACH Transfer),,,"$3,000.00 ",$0.00 ,"$3,004.45 ",,,0.0000305 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,411.417824 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"40,068,827.623322 PEPE ",,,,,,,,,,,
2024-12-10,17:01:09.238,Buy,XRPUSD,Mobile,Taker,,($591.06),($8.94),"$2,404.45 ",,,0.0000305 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,283.605794 XRP ,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"40,068,827.623322 PEPE ",265353015323,265353015179,2024-12-10,17:01:09.221,Mobile,,,,,,
2024-12-10,17:01:33.803,Buy,PEPEUSD,Mobile,Taker,,($591.06),($8.94),"$1,804.45 ",,,0.0000305 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,0.0 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"25,070,410.587037 PEPE ",,"65,139,238.210359 PEPE ",265353252620,265353252430,2024-12-10,17:01:33.786,Mobile,,,,,,
2024-12-10,17:02:08.867,Buy,FTMUSD,Mobile,Taker,,($985.10),($14.90),$804.45 ,,,0.0000305 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,881.679047 FTM ,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"65,139,238.210359 PEPE ",265353555624,265353555532,2024-12-10,17:02:08.846,Mobile,,,,,,
2024-12-10,19:01:40.830,Credit,BTC,Commission referral credit,,,,,$804.45 ,0.00004982 BTC ,,0.00008032 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"65,139,238.210359 PEPE ",,,,,,,,,,,
2024-12-11,01:36:22.692,Credit,USD,Deposit (Instant ACH Transfer),,,"$2,000.00 ",$0.00 ,"$2,804.45 ",,,0.00008032 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"65,139,238.210359 PEPE ",,,,,,,,,,,
2024-12-13,01:15:12.359,Buy,PEPEUSD,Limit,Maker,10.00 ,($500.00),($0.50),"$2,303.95 ",,,0.00008032 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,"21,253,985.12221 PEPE ",,"86,393,223.332569 PEPE ",2840140877037920,73771234917295301,2024-12-13,00:46:28.697,,web,,,,,
2024-12-13,19:02:30.329,Credit,BTC,Commission referral credit,,,,,"$2,303.95 ",0.00000074 BTC ,,0.00008106 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,0.0 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"86,393,223.332569 PEPE ",,,,,,,,,,,
2024-12-14,13:17:25.722,Buy,SUSHIUSD,Limit,Maker,9.99999 ,"($1,000.00)",($1.00),"$1,302.95 ",,,0.00008106 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,695.023618 XRP ,,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,470.721144 SUSHI ,,470.721144 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"86,393,223.332569 PEPE ",2840140877457925,73771234989257827,2024-12-13,15:48:42.881,,web,,,,,
2024-12-14,13:18:17.651,Buy,XRPUSD,Limit,Maker,10.00 ,"($1,290.00)",($1.29),$11.66 ,,,0.00008106 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,539.961323 XRP ,,"1,234.984941 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,470.721144 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"86,393,223.332569 PEPE ",2840140877458804,73771235012397634,2024-12-13,19:37:52.871,,web,,,,,
2024-12-14,19:01:15.200,Credit,BTC,Commission referral credit,,,,,$11.66 ,0.00000341 BTC ,,0.00008447 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,,,"1,234.984941 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,470.721144 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"86,393,223.332569 PEPE ",,,,,,,,,,,
2024-12-15,23:58:02.282,Sell,XRPUSD,Limit,Taker,29.99999 ,$36.47 ,($0.11),$48.03 ,,,0.00008447 BTC ,,,0.0 ETH ,,,0.0 LTC ,,,0.0 DOGE ,,,0.0 USDC ,(14.921235 XRP),,"1,220.063706 XRP ",,,0.0 FET ,,,0.0 SHIB ,,,0.0 LRC ,,,470.721144 SUSHI ,,,0.0 BONK ,,,881.679047 FTM ,,,0.0 RNDR ,,,0.0 ALI ,,,"86,393,223.332569 PEPE ",2840140877743667,73771235215427399,2024-12-15,23:58:02.282,,web,,,,,
